,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,result
4658,0,1243,52,47.0,1,336.96,0.0,844.0,128.0,504.0,77,54,0
3083,0,2063,144,75.0,1,0.0,0.0,0.0,-999.0,510.0,56,51,1
228,3,1815,52,31.0,1,3357.0,0.0,593.0,66.0,104.0,77,54,0
1342,30,452,239,37.0,1,2800.0,0.0,791.0,2.0,1.0,56,38,0
4173,0,406,231,54.0,0,0.0,0.0,0.0,-999.0,0.0,18,59,1
126,0,3519,35,55.0,0,0.0,0.0,644.0,-999.0,297.0,56,38,1
4751,0,945,222,39.0,0,1159.14,0.0,939.0,159.0,457.0,19,41,0
1949,60,1815,81,26.0,1,1044.35,0.0,0.0,72.0,0.0,21,19,0
908,0,2062,249,63.0,1,890.64,0.0,730.0,-999.0,510.0,56,38,1
4229,30,3564,35,34.0,0,4702.0,0.0,595.0,67.0,379.0,56,38,0
2991,30,1380,300,34.0,0,600.0,0.0,814.0,79.0,146.0,56,38,0
2127,5,3138,221,46.0,0,750.0,0.0,790.0,19.0,21.0,56,38,0
2334,121,1815,275,33.0,1,1975.09,0.0,825.0,89.0,250.0,16,20,0
1554,33,1834,22,49.0,1,2500.0,0.0,355.0,40.0,228.0,16,5,0
2561,170,1815,316,63.0,1,0.0,0.0,0.0,-999.0,0.0,56,2,1
187,0,695,317,54.0,1,612.48,0.0,824.0,253.0,70.0,16,8,0
3634,0,359,81,52.0,1,9500.0,0.0,746.0,159.0,198.0,21,19,0
1796,0,3564,35,32.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3612,33,1428,11,45.0,0,6000.0,0.0,0.0,126.0,339.0,0,72,0
3515,0,1693,26,26.0,1,646.89,0.0,595.0,36.0,119.0,56,26,0
4077,30,1592,83,26.0,0,530.4,0.0,643.0,24.0,195.0,16,20,0
2866,0,627,271,34.0,1,516.0,0.0,795.0,90.0,573.0,39,17,0
4865,0,3278,37,50.0,1,0.0,0.0,827.0,-999.0,475.0,56,38,1
4820,60,2514,70,31.0,0,500.0,0.0,0.0,64.0,180.0,56,38,0
4614,59,373,17,21.0,1,525.0,0.0,740.0,40.0,155.0,55,61,0
1848,0,1792,17,40.0,1,1353.38,0.0,595.0,103.0,0.0,58,2,0
3098,53,1851,8,52.0,0,0.0,0.0,0.0,-999.0,3.0,56,51,1
1174,0,196,303,57.0,1,0.0,0.0,0.0,-999.0,201.0,56,15,1
936,33,3378,26,49.0,1,0.0,0.0,0.0,-999.0,0.0,58,18,1
926,0,2274,300,51.0,0,1767.42,0.0,699.0,255.0,477.0,56,38,0
533,0,1146,219,30.0,1,0.0,0.0,579.0,-999.0,781.0,56,38,1
2680,30,1815,50,39.0,1,2312.83,0.0,739.0,124.0,0.0,42,57,0
302,30,2620,35,46.0,1,890.94,0.0,712.0,54.0,0.0,56,38,0
4834,0,1684,181,57.0,0,0.0,0.0,724.0,-999.0,844.0,39,17,1
4441,66,1815,35,45.0,1,0.0,0.0,0.0,-999.0,395.0,56,38,1
2587,30,1731,12,38.0,1,445.12,0.0,741.0,56.0,56.0,18,60,0
1491,60,819,213,35.0,0,488.88,0.0,835.0,21.0,1.0,56,38,0
4874,30,1609,135,32.0,0,460.2,0.0,0.0,82.0,0.0,56,26,0
2546,0,2985,222,49.0,1,488.8,0.0,0.0,55.0,569.0,19,41,0
2215,0,596,144,48.0,0,960.0,0.0,811.0,204.0,351.0,56,51,0
3874,156,110,81,58.0,1,0.0,0.0,0.0,-999.0,395.0,21,19,1
3048,0,573,2,44.0,0,0.0,0.0,0.0,-999.0,102.0,19,0,1
21,0,3564,275,44.0,0,500.0,0.0,685.0,106.0,167.0,16,20,0
144,0,1815,170,54.0,1,2614.41,0.0,824.0,158.0,222.0,16,20,0
1549,30,2300,34,27.0,0,1500.0,0.0,559.0,83.0,0.0,56,51,0
2927,180,392,59,44.0,1,0.0,0.0,0.0,-999.0,0.0,21,19,1
2274,0,2505,271,60.0,1,2700.0,0.0,671.0,201.0,636.0,39,17,0
1914,0,2087,296,39.0,1,0.0,0.0,0.0,-999.0,566.0,62,72,1
2755,5,2375,175,50.0,0,0.0,0.0,0.0,-999.0,16.0,42,31,1
2534,35,27,34,83.0,1,0.0,0.0,0.0,-999.0,1.0,56,51,1
32,30,3435,81,30.0,1,550.0,0.0,557.0,43.0,1.0,21,19,0
4028,30,1815,267,37.0,0,14440.5,0.0,537.0,72.0,342.0,56,38,0
4527,5,1694,222,42.0,1,0.0,0.0,0.0,-999.0,393.0,19,41,1
4347,37,3502,62,43.0,1,800.0,0.0,899.0,11.0,0.0,77,11,0
1534,0,883,311,33.0,1,1500.0,0.0,478.0,17.0,372.0,58,2,0
2573,66,2992,316,43.0,0,0.0,0.0,0.0,-999.0,1.0,56,2,1
141,30,1100,300,50.0,0,894.01,0.0,562.0,66.0,0.0,56,38,0
4740,0,761,267,50.0,1,0.0,0.0,543.0,-999.0,0.0,56,38,1
4170,0,2625,10,29.0,0,0.0,0.0,753.0,-999.0,625.0,56,38,1
4181,0,1343,10,45.0,1,68213.56,0.0,975.0,97.0,534.0,56,38,0
4031,5,3436,35,57.0,1,0.0,0.0,0.0,-999.0,188.0,56,38,1
869,30,2439,286,29.0,0,0.0,0.0,0.0,-999.0,32.0,42,31,1
3709,60,3564,300,27.0,1,513.76,0.0,581.0,46.0,1.0,56,38,0
1108,456,3511,146,54.0,1,0.0,0.0,0.0,-999.0,159.0,56,38,1
2178,30,2497,17,23.0,1,600.0,0.0,395.0,12.0,92.0,55,61,0
1402,0,1834,275,56.0,0,2560.0,0.0,929.0,68.0,141.0,16,20,0
1059,30,143,219,30.0,1,0.0,0.0,0.0,-999.0,89.0,56,38,1
1080,30,3170,221,39.0,0,557.43,0.0,699.0,34.0,1.0,56,38,0
1453,30,2168,8,38.0,0,1500.0,0.0,589.0,-999.0,16.0,56,51,0
3058,93,1741,222,33.0,1,0.0,0.0,0.0,-999.0,0.0,19,41,1
1181,0,1815,40,35.0,1,2645.0,0.0,819.0,146.0,649.0,16,6,0
3106,152,3564,210,43.0,1,2816.0,0.0,491.0,132.0,0.0,39,37,0
614,15,2590,312,24.0,0,0.0,0.0,563.0,-999.0,111.0,56,51,1
2793,0,2506,73,53.0,1,0.0,0.0,846.0,-999.0,295.0,39,17,1
4135,66,2078,300,49.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
3495,121,1815,83,28.0,0,1868.08,0.0,819.0,106.0,0.0,16,20,0
2069,0,2824,300,46.0,0,1798.0,0.0,819.0,68.0,536.0,56,38,0
3629,30,2290,249,39.0,0,0.0,0.0,519.0,-999.0,4.0,56,38,1
2169,0,1266,144,48.0,1,0.0,0.0,0.0,-999.0,46.0,56,51,1
986,0,3220,285,32.0,0,432.64,0.0,0.0,69.0,1.0,77,54,0
2598,0,749,267,37.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
1729,0,2775,229,29.0,0,609.44,0.0,526.0,28.0,431.0,58,18,0
4690,0,3077,8,54.0,0,1000.0,0.0,927.0,182.0,668.0,56,51,0
171,0,29,179,72.0,0,0.0,0.0,0.0,-999.0,569.0,21,19,1
4719,30,3564,135,43.0,1,1525.3,0.0,485.0,85.0,0.0,56,26,0
4977,0,3238,8,30.0,1,560.0,0.0,455.0,20.0,53.0,56,51,0
2570,186,2056,169,71.0,0,0.0,0.0,0.0,-999.0,0.0,56,13,1
4846,0,1344,34,38.0,1,440.0,0.0,695.0,168.0,9.0,56,51,0
870,0,3385,67,52.0,1,0.0,0.0,0.0,-999.0,391.0,6,63,1
3908,0,600,37,33.0,1,1500.0,0.0,877.0,74.0,841.0,56,38,0
4486,0,1765,83,32.0,0,600.0,0.0,0.0,87.0,601.0,16,20,0
2677,0,1444,38,29.0,1,0.0,0.0,0.0,-999.0,277.0,6,62,1
2362,30,720,10,43.0,1,1361.37,0.0,727.0,126.0,22.0,56,38,0
4054,0,1555,73,41.0,1,1000.0,0.0,910.0,130.0,350.0,39,17,0
1347,0,3564,49,54.0,0,0.0,0.0,663.0,-999.0,869.0,56,38,1
2211,30,3564,219,29.0,0,916.45,0.0,654.0,86.0,65.0,56,38,0
1535,89,2175,49,32.0,0,800.0,0.0,540.0,89.0,500.0,56,38,0
3380,61,1815,35,33.0,1,1404.0,0.0,930.0,86.0,252.0,56,38,0
3973,0,617,175,25.0,1,488.8,0.0,0.0,69.0,587.0,42,31,0
543,30,1815,170,32.0,0,0.0,0.0,0.0,-999.0,0.0,16,20,1
731,30,3044,34,34.0,1,530.4,0.0,545.0,78.0,36.0,56,51,0
2398,121,3564,83,27.0,1,1915.0,0.0,361.0,99.0,0.0,16,20,0
1487,0,2941,316,48.0,0,0.0,0.0,0.0,-999.0,609.0,56,2,1
3350,30,1686,181,36.0,0,745.0,0.0,0.0,93.0,40.0,39,17,0
825,30,1070,17,59.0,1,530.4,0.0,855.0,56.0,167.0,55,61,0
3044,0,2215,285,60.0,1,0.0,0.0,0.0,-999.0,526.0,77,54,1
3984,0,266,239,42.0,0,0.0,0.0,0.0,-999.0,556.0,56,38,1
315,66,3564,167,39.0,0,488.8,0.0,467.0,25.0,0.0,56,38,0
1986,30,1815,277,33.0,1,0.0,0.0,0.0,-999.0,429.0,56,38,1
2451,522,1815,249,40.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3816,33,1888,318,44.0,1,0.0,0.0,0.0,-999.0,406.0,78,72,1
4842,0,1738,267,47.0,0,0.0,0.0,0.0,-999.0,32.0,56,38,1
4471,0,2056,10,64.0,0,0.0,0.0,764.0,-999.0,896.0,56,38,1
2119,0,2581,167,31.0,0,1000.0,0.0,529.0,16.0,323.0,56,38,0
2134,30,1620,300,25.0,1,850.0,0.0,0.0,59.0,13.0,56,38,0
2468,303,414,146,25.0,0,572.0,0.0,0.0,52.0,0.0,56,38,0
1203,33,3564,216,47.0,1,0.0,0.0,0.0,-999.0,0.0,27,72,1
3786,0,1815,223,30.0,1,2847.92,0.0,883.0,-999.0,24.0,39,42,0
1248,0,3190,300,48.0,0,472.78,0.0,415.0,31.0,441.0,56,38,0
4339,53,601,17,28.0,1,0.0,0.0,0.0,-999.0,0.0,55,61,1
4567,0,297,267,36.0,1,1200.0,0.0,702.0,102.0,189.0,56,38,0
274,0,347,37,43.0,0,840.0,0.0,444.0,56.0,87.0,56,38,0
4930,673,2739,83,57.0,1,0.0,0.0,0.0,-999.0,356.0,16,20,1
2668,30,933,219,28.0,1,629.85,0.0,0.0,26.0,4.0,56,38,0
2737,0,2058,317,74.0,0,0.0,0.0,0.0,-999.0,510.0,16,8,1
4484,63,2575,19,38.0,0,1231.0,0.0,726.0,10.0,111.0,77,3,0
4313,60,3564,300,48.0,1,1338.75,0.0,569.0,53.0,0.0,56,38,0
4118,0,1815,35,37.0,1,0.0,0.0,760.0,-999.0,538.0,56,38,1
4723,91,1505,300,45.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
4464,0,1592,243,46.0,1,488.8,0.0,760.0,92.0,64.0,21,19,0
4130,0,868,83,41.0,1,475.0,0.0,910.0,88.0,120.0,16,20,0
3454,0,1421,8,28.0,0,621.0,0.0,415.0,13.0,0.0,56,51,0
3484,89,2601,211,27.0,0,420.0,0.0,593.0,78.0,110.0,56,51,0
404,29,3266,17,31.0,0,460.2,0.0,0.0,25.0,111.0,58,2,0
1924,0,2064,34,63.0,1,388.6,0.0,674.0,20.0,628.0,56,51,0
4885,0,1513,267,47.0,0,0.0,0.0,783.0,-999.0,869.0,56,38,1
4555,0,3470,65,55.0,0,500.0,0.0,786.0,211.0,491.0,16,8,0
3530,0,475,35,37.0,0,0.0,0.0,726.0,-999.0,568.0,56,38,1
925,0,279,219,41.0,1,0.0,0.0,647.0,-999.0,438.0,56,38,1
706,89,1090,26,48.0,1,843.7,0.0,677.0,197.0,128.0,56,26,0
3842,0,514,184,33.0,1,513.76,0.0,610.0,18.0,55.0,16,21,0
2644,59,157,81,55.0,1,600.0,0.0,529.0,85.0,57.0,21,19,0
3244,30,3564,213,41.0,1,0.0,0.0,0.0,-999.0,94.0,56,38,1
712,76,3564,167,27.0,0,608.52,0.0,477.0,17.0,0.0,56,38,0
1326,0,1410,81,45.0,1,6200.0,0.0,907.0,140.0,573.0,21,19,0
448,121,661,37,39.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
998,0,2348,30,42.0,0,2797.49,0.0,538.0,205.0,534.0,18,59,0
796,0,155,312,72.0,1,0.0,0.0,0.0,-999.0,410.0,56,51,1
475,0,452,37,37.0,1,0.0,0.0,0.0,-999.0,267.0,56,38,1
2494,180,1134,35,35.0,1,0.0,0.0,0.0,-999.0,298.0,56,38,1
2496,0,945,52,37.0,1,1192.7,0.0,903.0,14.0,568.0,77,54,0
3310,30,374,194,43.0,1,0.0,0.0,0.0,-999.0,0.0,44,72,1
2853,30,3093,300,24.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2175,40,673,35,49.0,0,0.0,0.0,0.0,-999.0,1.0,56,38,1
3788,30,1468,8,26.0,0,600.0,0.0,564.0,74.0,0.0,56,51,0
1623,60,214,10,37.0,1,0.0,0.0,0.0,-999.0,236.0,56,38,1
1745,0,3040,285,26.0,1,530.4,0.0,0.0,29.0,534.0,77,54,0
2589,89,3319,35,39.0,0,4000.0,0.0,0.0,92.0,190.0,56,38,0
4917,0,945,67,44.0,0,936.5,0.0,675.0,22.0,495.0,6,63,0
2719,5,3467,132,64.0,1,0.0,0.0,0.0,-999.0,223.0,60,72,1
790,0,2930,267,32.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
2430,0,3437,256,51.0,0,1376.0,0.0,936.0,321.0,800.0,56,51,0
2660,30,1395,146,43.0,1,2301.98,0.0,762.0,176.0,255.0,56,38,0
469,0,1499,267,43.0,0,0.0,0.0,655.0,-999.0,843.0,56,38,1
2880,30,3549,146,56.0,1,613.6,0.0,912.0,12.0,14.0,56,38,0
591,0,2378,34,28.0,1,0.0,0.0,0.0,-999.0,573.0,56,51,1
3605,152,442,83,41.0,0,1500.0,0.0,810.0,84.0,0.0,16,20,0
1679,89,1815,83,30.0,0,2247.17,0.0,442.0,77.0,0.0,16,20,0
4427,0,3273,267,43.0,1,1500.0,1500.0,683.0,100.0,542.0,56,38,0
1747,0,849,217,33.0,1,530.4,0.0,811.0,44.0,452.0,39,39,0
290,33,1147,256,53.0,1,0.0,0.0,0.0,-999.0,281.0,56,51,1
3739,0,3564,221,33.0,0,708.75,0.0,975.0,97.0,550.0,56,38,0
2399,180,366,184,29.0,1,530.4,0.0,787.0,17.0,0.0,16,21,0
2969,30,219,311,49.0,1,2250.0,0.0,661.0,13.0,183.0,56,2,0
3137,0,2524,256,56.0,1,0.0,0.0,632.0,-999.0,366.0,56,51,1
3761,0,2937,316,29.0,0,588.95,0.0,820.0,71.0,555.0,56,2,0
459,5,1916,10,49.0,1,0.0,0.0,455.0,-999.0,419.0,56,38,1
1820,33,2188,146,34.0,1,0.0,0.0,0.0,-999.0,192.0,56,38,1
2602,0,718,231,63.0,1,0.0,0.0,0.0,-999.0,0.0,18,59,1
3041,83,500,10,29.0,1,1099.46,0.0,720.0,36.0,382.0,56,38,0
989,60,1973,267,35.0,0,0.0,0.0,516.0,-999.0,1.0,56,38,1
2086,60,2005,285,54.0,0,5100.0,0.0,757.0,426.0,500.0,77,54,0
4043,0,2926,34,56.0,1,900.0,0.0,975.0,49.0,631.0,56,51,0
3042,30,2714,10,37.0,1,824.16,0.0,813.0,20.0,160.0,56,38,0
2402,0,575,239,76.0,1,0.0,0.0,0.0,-999.0,601.0,56,38,1
4250,0,2064,10,63.0,0,1251.3,0.0,764.0,-999.0,557.0,56,38,0
4948,89,921,239,36.0,1,764.14,0.0,229.0,99.0,0.0,56,38,0
2355,30,1607,141,29.0,1,650.0,0.0,549.0,50.0,2.0,56,26,0
2389,0,3011,267,32.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3924,170,3006,221,36.0,0,700.0,0.0,407.0,28.0,135.0,56,38,0
4791,0,537,285,34.0,0,800.0,0.0,631.0,78.0,248.0,77,54,0
599,60,1815,37,53.0,1,0.0,0.0,699.0,-999.0,325.0,56,38,1
2631,61,3564,267,45.0,1,3615.38,0.0,860.0,153.0,210.0,56,38,0
4182,0,452,37,29.0,1,735.0,0.0,827.0,58.0,244.0,56,38,0
83,0,1815,29,54.0,1,0.0,0.0,0.0,-999.0,0.0,21,19,1
1791,0,3417,311,43.0,0,5769.24,0.0,826.0,132.0,363.0,56,2,0
1689,30,527,267,43.0,1,760.1,0.0,755.0,61.0,0.0,56,38,0
2885,0,1815,46,40.0,0,2164.08,0.0,975.0,123.0,200.0,16,8,0
4985,0,1815,17,33.0,1,897.23,543.32,763.0,173.0,4.0,55,61,0
1450,3,2246,59,44.0,1,0.0,0.0,0.0,-999.0,0.0,21,19,1
2142,152,3046,300,38.0,0,800.0,0.0,607.0,17.0,0.0,56,38,0
3193,0,17,286,77.0,1,0.0,0.0,0.0,-999.0,760.0,16,8,1
86,0,1382,317,42.0,1,0.0,0.0,0.0,-999.0,0.0,16,8,1
4357,0,2153,146,46.0,1,3784.7,0.0,729.0,59.0,0.0,56,38,0
4920,0,2313,17,26.0,1,0.0,0.0,0.0,-999.0,300.0,55,61,1
1245,30,3009,35,49.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
4612,0,452,145,36.0,1,1124.56,0.0,845.0,85.0,686.0,58,2,0
628,0,1285,82,49.0,1,0.0,0.0,0.0,-999.0,25.0,56,38,1
2202,209,544,35,103.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2727,0,2262,83,30.0,1,1565.5,0.0,0.0,100.0,379.0,16,20,0
4293,56,1861,83,32.0,1,0.0,0.0,0.0,-999.0,8.0,16,20,1
275,0,2790,17,41.0,0,345.06,0.0,0.0,39.0,496.0,55,61,0
3374,152,670,300,22.0,1,575.0,0.0,565.0,12.0,0.0,56,38,0
757,60,2083,27,27.0,0,650.0,0.0,693.0,49.0,0.0,56,26,0
3336,180,1337,213,45.0,0,530.4,0.0,693.0,52.0,0.0,56,38,0
3328,0,2465,239,33.0,1,15799.0,0.0,616.0,23.0,559.0,56,38,0
3268,30,1724,35,31.0,0,750.0,0.0,602.0,59.0,10.0,56,38,0
4314,180,2658,281,44.0,1,2731.25,0.0,488.0,210.0,0.0,39,53,0
1696,0,1834,65,50.0,0,0.0,0.0,697.0,-999.0,345.0,16,8,1
974,60,2762,35,38.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3013,89,3337,300,32.0,1,850.0,0.0,614.0,51.0,0.0,56,38,0
3555,0,2044,267,43.0,1,0.0,0.0,580.0,-999.0,407.0,56,38,1
2382,0,1202,209,34.0,0,700.0,0.0,596.0,71.0,378.0,58,2,0
3719,60,482,146,36.0,1,814.96,0.0,789.0,77.0,500.0,56,38,0
250,30,1431,239,37.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
180,33,609,310,51.0,1,0.0,0.0,0.0,-999.0,32.0,13,72,1
3933,0,2790,70,46.0,0,497.25,0.0,669.0,65.0,124.0,56,38,0
4425,211,3196,209,31.0,1,2500.0,0.0,732.0,24.0,0.0,56,2,0
121,60,2720,8,38.0,0,0.0,0.0,576.0,-999.0,216.0,56,51,1
4670,0,238,267,27.0,1,0.0,0.0,793.0,-999.0,282.0,56,38,1
719,0,3435,259,35.0,1,900.0,0.0,534.0,84.0,290.0,21,19,0
3616,0,630,285,30.0,1,2538.13,0.0,711.0,90.0,650.0,77,54,0
715,66,3131,146,47.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
1049,30,309,81,26.0,0,615.0,0.0,780.0,18.0,106.0,21,19,0
2429,0,2538,59,25.0,1,0.0,0.0,0.0,-999.0,0.0,21,19,1
351,0,3388,73,53.0,0,0.0,0.0,0.0,-999.0,314.0,39,17,1
963,0,2696,83,43.0,1,0.0,0.0,0.0,-999.0,0.0,16,20,1
2766,0,3564,221,28.0,1,0.0,0.0,638.0,-999.0,555.0,56,38,1
3204,544,1664,317,37.0,1,1198.15,0.0,622.0,82.0,0.0,16,8,0
1310,33,73,316,62.0,0,0.0,0.0,0.0,-999.0,13.0,56,2,1
42,0,66,83,72.0,0,0.0,0.0,0.0,-999.0,569.0,16,20,1
857,96,1815,304,55.0,1,3500.0,0.0,651.0,-999.0,159.0,42,33,0
2530,0,942,267,46.0,1,0.0,0.0,723.0,-999.0,459.0,56,38,1
2970,0,1693,10,65.0,0,0.0,0.0,0.0,-999.0,344.0,56,38,1
817,30,3564,146,36.0,1,900.0,0.0,875.0,88.0,8.0,56,38,0
2298,0,2058,267,74.0,0,0.0,0.0,0.0,-999.0,478.0,56,38,1
172,0,547,144,55.0,1,0.0,0.0,0.0,-999.0,738.0,56,51,1
4235,180,793,67,25.0,0,661.18,0.0,405.0,13.0,0.0,6,63,0
3516,0,1815,253,49.0,1,0.0,0.0,0.0,-999.0,0.0,16,47,1
4049,0,1815,37,54.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
3524,60,1753,259,39.0,0,700.0,0.0,822.0,28.0,111.0,21,19,0
392,30,1929,102,47.0,0,3200.0,0.0,410.0,-999.0,20.0,42,25,0
4213,19,954,146,59.0,1,0.0,0.0,0.0,-999.0,18.0,56,38,1
3514,0,2062,10,63.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
2746,152,1815,317,27.0,0,3150.5,0.0,636.0,93.0,159.0,16,8,0
2201,0,1484,151,63.0,1,0.0,0.0,0.0,-999.0,889.0,42,25,1
1894,30,741,33,29.0,0,804.15,0.0,714.0,50.0,1.0,56,51,0
1269,0,444,27,27.0,0,1800.0,0.0,715.0,75.0,435.0,58,18,0
4330,0,251,241,56.0,1,0.0,0.0,0.0,-999.0,0.0,16,5,1
4593,30,2115,167,27.0,1,1200.0,0.0,740.0,45.0,176.0,56,38,0
3391,180,1764,318,53.0,1,0.0,0.0,0.0,-999.0,0.0,78,72,1
3790,0,2003,196,60.0,0,0.0,0.0,789.0,-999.0,477.0,56,51,1
1746,0,2038,256,46.0,0,0.0,0.0,769.0,-999.0,607.0,56,51,1
2263,0,2099,37,57.0,0,0.0,0.0,660.0,-999.0,0.0,56,38,1
2839,30,3564,300,47.0,0,800.0,0.0,698.0,5.0,113.0,56,38,0
2310,93,464,135,31.0,1,623.95,0.0,867.0,39.0,135.0,56,26,0
2576,53,1831,256,37.0,0,5833.33,0.0,581.0,55.0,409.0,56,51,0
4963,5,1157,167,48.0,0,1881.12,0.0,701.0,107.0,439.0,56,38,0
4083,30,1815,256,47.0,0,5435.0,0.0,844.0,65.0,168.0,56,51,0
4957,0,2774,144,43.0,0,0.0,0.0,0.0,-999.0,46.0,56,51,1
885,30,1996,37,33.0,0,0.0,0.0,0.0,-999.0,186.0,56,38,1
4286,0,64,210,75.0,0,0.0,0.0,0.0,-999.0,569.0,39,37,1
4223,0,21,267,79.0,1,0.0,0.0,0.0,-999.0,650.0,56,38,1
204,0,733,83,26.0,1,1560.91,0.0,590.0,162.0,0.0,16,20,0
1473,0,573,17,51.0,1,0.0,0.0,0.0,-999.0,0.0,55,61,1
4406,0,1815,256,55.0,1,0.0,0.0,790.0,-999.0,662.0,56,51,1
1877,0,398,219,49.0,1,0.0,0.0,735.0,-999.0,562.0,56,38,1
4242,0,3348,285,29.0,0,530.4,0.0,711.0,27.0,120.0,77,54,0
3427,0,708,315,39.0,0,699.52,0.0,631.0,108.0,539.0,56,10,0
2745,31,2033,317,44.0,1,0.0,0.0,0.0,-999.0,0.0,16,8,1
2984,0,115,300,21.0,1,0.0,0.0,687.0,-999.0,0.0,56,38,1
655,0,744,35,45.0,0,0.0,0.0,797.0,-999.0,538.0,56,38,1
138,119,2697,167,38.0,1,613.6,0.0,893.0,12.0,135.0,56,38,0
1790,137,906,69,38.0,1,723.45,0.0,0.0,26.0,0.0,56,15,0
2791,0,2326,219,32.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3831,0,3114,167,31.0,0,1500.0,0.0,878.0,45.0,543.0,56,38,0
1916,0,1815,175,30.0,0,2157.5,0.0,643.0,-999.0,285.0,42,31,0
202,0,3564,300,52.0,1,0.0,0.0,0.0,-999.0,114.0,56,38,1
2769,60,3119,144,36.0,0,833.51,0.0,741.0,74.0,0.0,56,51,0
4273,30,2801,213,28.0,1,850.0,0.0,498.0,45.0,232.0,56,38,0
1117,60,3553,83,33.0,1,1702.5,0.0,489.0,123.0,0.0,16,20,0
3292,10,1805,35,46.0,0,0.0,0.0,0.0,-999.0,60.0,56,38,1
2136,30,451,204,36.0,0,803.25,0.0,658.0,37.0,260.0,19,36,0
3882,0,3564,267,34.0,1,3225.6,0.0,557.0,23.0,390.0,56,38,0
3803,0,1863,5,41.0,0,1577.16,0.0,803.0,186.0,636.0,6,63,0
2438,157,3564,37,48.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
3183,210,2657,146,22.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3228,0,2056,211,67.0,0,965.1,950.0,663.0,32.0,317.0,56,51,0
4823,0,945,52,45.0,1,658.22,0.0,0.0,79.0,540.0,77,54,0
671,0,327,213,34.0,1,395.2,0.0,454.0,57.0,2.0,56,38,0
4344,60,1815,266,48.0,1,2322.66,0.0,958.0,61.0,0.0,16,50,0
2115,0,614,178,42.0,0,700.0,0.0,0.0,72.0,56.0,56,10,0
1349,0,1980,17,38.0,0,513.76,0.0,746.0,86.0,277.0,55,61,0
4980,30,3479,17,44.0,1,815.0,0.0,831.0,58.0,172.0,55,61,0
445,0,29,97,75.0,0,0.0,0.0,0.0,-999.0,812.0,56,38,1
106,0,2114,239,31.0,0,1143.21,0.0,636.0,84.0,106.0,56,38,0
3725,0,2488,181,30.0,1,800.0,0.0,569.0,2.0,402.0,39,17,0
3359,0,1815,265,34.0,1,1772.5,0.0,764.0,73.0,393.0,56,38,0
4627,30,1788,267,39.0,0,1583.33,0.0,764.0,-999.0,247.0,56,38,0
2017,96,329,219,47.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2194,0,191,70,29.0,0,0.0,0.0,0.0,-999.0,286.0,56,38,1
414,0,700,285,36.0,1,2796.0,0.0,644.0,90.0,638.0,77,54,0
3857,89,1077,37,45.0,1,2500.0,0.0,454.0,38.0,240.0,56,38,0
3697,0,194,65,50.0,1,0.0,0.0,0.0,-999.0,0.0,16,8,1
4495,30,1488,277,31.0,1,792.65,0.0,624.0,52.0,500.0,56,38,0
4279,0,452,83,44.0,0,997.5,0.0,868.0,270.0,273.0,16,20,0
2692,0,1782,35,49.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2123,0,1603,167,43.0,1,2610.03,0.0,899.0,101.0,467.0,56,38,0
779,0,2674,81,28.0,1,650.0,0.0,814.0,33.0,473.0,21,19,0
1654,96,1072,222,48.0,1,0.0,0.0,0.0,-999.0,0.0,19,41,1
2394,121,2229,34,52.0,1,1289.6,0.0,822.0,28.0,108.0,56,51,0
4708,0,2872,221,61.0,1,511.0,0.0,794.0,91.0,699.0,56,38,0
2684,30,2740,175,44.0,1,3026.0,0.0,754.0,-999.0,503.0,42,31,0
2854,400,1737,35,62.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
601,0,1815,79,67.0,1,0.0,0.0,0.0,-999.0,598.0,25,72,1
1383,364,964,241,51.0,1,336.96,0.0,527.0,179.0,0.0,16,5,0
2569,33,3239,29,35.0,1,1162.63,0.0,499.0,95.0,170.0,21,19,0
111,180,861,211,38.0,1,0.0,0.0,0.0,-999.0,0.0,56,51,1
268,5,138,256,67.0,1,0.0,0.0,0.0,-999.0,16.0,56,51,1
205,0,2724,221,52.0,0,0.0,0.0,0.0,-999.0,454.0,56,38,1
